pub_date,headline,abstract,snippet,lead_paragraph,source,type_of_material,document_type,word_count,web_url,section_name,subsection_name,news_desk
2017-09-30T13:00:19Z,"U.S. in Direct Communication With North Korea, Says Tillerson",The confirmation marks the first time the Trump administration has acknowledged it is in contact with Pyongyang without the help of an intermediary.,The confirmation marks the first time the Trump administration has acknowledged it is in contact with Pyongyang without the help of an intermediary.,"BEIJING — The Trump administration acknowledged on Saturday for the first time that it was in direct communication with the government of North Korea over its missile and nuclear tests, seeking a possible way forward beyond the escalating threats of a military confrontation from both sides.",The New York Times,News,article,1714,https://www.nytimes.com/2017/09/30/world/asia/us-north-korea-tillerson.html,World,Asia Pacific,Foreign
2017-09-26T12:47:59Z,California Today: Autumn’s First Blush,"Tuesday: A look at the fall foliage, a fast-moving fire in Corona, and ranking happiness in the Golden State.","Tuesday: A look at the fall foliage, a fast-moving fire in Corona, and ranking happiness in the Golden State.",Good morning.,The New York Times,briefing,article,1016,https://www.nytimes.com/2017/09/26/us/california-today-autumns-first-blush.html,U.S.,,National
2017-09-23T18:44:13Z,Will Mark Zuckerberg ‘Like’ This Column?,Oops! Facebook admits it created a democracy-crushing Frankenstein monster that it can’t control.,Oops! Facebook admits it created a democracy-crushing Frankenstein monster that it can’t control.,WASHINGTON — The idea of Mark Zuckerberg running for president was always sort of scary.,The New York Times,Op-Ed,article,1023,https://www.nytimes.com/2017/09/23/opinion/sunday/facebook-zuckerberg-dowd.html,Opinion,Sunday Review,OpEd
2017-09-23T10:00:15Z,How to Survive the Apocalypse,"Amid natural disasters, terrorist attacks and the North Korea nuclear crisis, it is not just camouflage-clad cave dwellers who are prepping for doomsday.","Amid natural disasters, terrorist attacks and the North Korea nuclear crisis, it is not just camouflage-clad cave dwellers who are prepping for doomsday.",President Trump threatens to “totally destroy North Korea.” Another hurricane lashes out. A second monster earthquake jolts Mexico. Terrorists strike in London. And that’s just this past week or so.,The New York Times,News,article,2449,https://www.nytimes.com/2017/09/23/style/how-to-survive-the-apocalypse.html,Style,,Styles
2017-09-22T23:37:35Z,Prospect of Atmospheric Nuclear Test by North Korea Raises Specter of Danger,Stopping Kim Jong-un from conducting a nuclear test over the Pacific may be as dangerous as letting him go ahead.,Stopping Kim Jong-un from conducting a nuclear test over the Pacific may be as dangerous as letting him go ahead.,"WASHINGTON — If North Korea follows through on its threat to conduct an atmospheric nuclear test, it would be a far more dangerous step than anything Kim Jong-un, its leader, has attempted — and poses a host of hard decisions for the Trump administration because attempting to stop the test could be as dangerous as letting it go ahead.",The New York Times,News,article,1370,https://www.nytimes.com/2017/09/22/world/asia/north-korea-atmospheric-nuclear-test-risks.html,World,Asia Pacific,Washington
2017-09-22T15:57:44Z,S.E.C. Rules to Protect Investors From Cyberthreats Fall Short,"Requiring exchanges to strengthen security systems was wise. In light of recent breaches, excluding big trading firms from the rule looks risky.","Requiring exchanges to strengthen security systems was wise. In light of recent breaches, excluding big trading firms from the rule looks risky.","At first glance, the hacking disclosed by the Securities and Exchange Commission on Wednesday didn’t seem too much of a concern to investors.",The New York Times,News,article,982,https://www.nytimes.com/2017/09/22/business/sec-rules-cyber-security.html,Business Day,,SundayBusiness
2017-09-22T03:45:03Z,German Election Mystery: Why No Russian Meddling?,"After witnessing Moscow’s meddling in the American and French elections, Germany had its guard up. But the Kremlin seems to be sitting this one out.","After witnessing Moscow’s meddling in the American and French elections, Germany had its guard up. But the Kremlin seems to be sitting this one out.","BERLIN — Chancellor Angela Merkel’s summons to Germany’s top cabinet ministers and senior military and intelligence officials for a meeting of the Federal Security Council signaled trouble. Such gatherings are rare, typically occurring only when the country faces a grave threat like a terrorist attack.",The New York Times,News,article,1378,https://www.nytimes.com/2017/09/21/world/europe/german-election-russia.html,World,Europe,Foreign
2017-09-21T22:00:10Z,"Iran Foreign Minister: If U.S. Wants New Nuclear Concessions, We Do, Too","The 2015 agreement cannot be selectively “revisited” to address American complaints, Foreign Minister Mohammad Javad Zarif told The New York Times.","The 2015 agreement cannot be selectively “revisited” to address American complaints, Foreign Minister Mohammad Javad Zarif told The New York Times.","Iran’s foreign minister rejected on Thursday any new negotiation with the United States over extending the length or conditions of the 2015 nuclear accord, saying that Iran would talk about changing the accord only if every concession it made — including giving up nuclear fuel — were reconsidered.",The New York Times,News,article,953,https://www.nytimes.com/2017/09/21/world/middleeast/iran-nuclear-trump-zarif.html,World,Middle East,Foreign
2017-09-21T02:28:26Z,S.E.C. Says It Was a Victim of Computer Hacking Last Year,The commission said the attackers could have exploited private information for trading purposes.,The commission said the attackers could have exploited private information for trading purposes.,"HONG KONG — The top securities regulator in the United States said Wednesday night that its computer system had been hacked last year, giving the attackers private information that could have been exploited for trading.",The New York Times,News,article,709,https://www.nytimes.com/2017/09/20/business/sec-hacking-attack.html,Business Day,,Business
2017-09-20T13:54:52Z,The Contradiction Buried in Trump’s Iran and North Korea Policies,"The president calls the Iran nuclear deal an “embarrassment,” but ending it would destroy his credibility in any talks over North Korea’s arsenal.","The president calls the Iran nuclear deal an “embarrassment,” but ending it would destroy his credibility in any talks over North Korea’s arsenal.","President Trump is now fully engaged in two nuclear confrontations, one with Iran over a nuclear accord he finds an “embarrassment” and the other with North Korea that is forcing the Pentagon to contemplate for the first time in decades what a resumption of the Korean War might look like.",The New York Times,News,article,1351,https://www.nytimes.com/2017/09/20/world/asia/trump-iran-north-korea-.html,World,Asia Pacific,Foreign
2017-09-18T07:00:11Z,Cuomo Proposes Stricter Regulations for Credit Reporting Agencies,The governor said the Equifax breach was a wake-up call that stronger laws were needed to protect consumers’ personal information.,The governor said the Equifax breach was a wake-up call that stronger laws were needed to protect consumers’ personal information.,"Gov. Andrew M. Cuomo, responding to the massive security breach at Equifax, will propose regulations on Monday that subject credit reporting agencies to the same rules as banks and insurances companies in order to protect consumers.",The New York Times,News,article,545,https://www.nytimes.com/2017/09/18/nyregion/equifax-hack-credit-reporting-agencies-regulations.html,New York,,Metro
2017-09-07T23:46:48Z,How the U.S. Could Respond to Another North Korean Missile Test,President Trump has both military and nonmilitary options. Each has its own downside.,President Trump has both military and nonmilitary options. Each has its own downside.,"South Korea’s prime minister is saying publicly what American officials will not: In the next few days, intelligence reports predict, North Korea will launch another intercontinental ballistic missile.",The New York Times,News,article,1110,https://www.nytimes.com/2017/09/07/world/asia/north-korea-missile-test-us-options.html,World,Asia Pacific,Washington
2017-09-01T14:14:41Z,"Russian Election Hacking Efforts, Wider Than Previously Known, Draw Little Scrutiny",A Times investigation has found that infiltration efforts were broader than previously disclosed and that state and federal agencies have conducted few forensic inquiries.,A Times investigation has found that infiltration efforts were broader than previously disclosed and that state and federal agencies have conducted few forensic inquiries.,The calls started flooding in from hundreds of irate North Carolina voters just after 7 a.m. on Election Day last November.,The New York Times,News,article,2271,https://www.nytimes.com/2017/09/01/us/politics/russia-election-hacking.html,U.S.,Politics,Investigative
2017-08-29T14:11:10Z,Art for a Post-Surveillance Age,"Trevor Paglen’s work reaches new heights — literally. This spring, he hopes to launch the world’s first space sculpture.","Trevor Paglen’s work reaches new heights — literally. This spring, he hopes to launch the world’s first space sculpture.","‘‘Are we being watched?’’ I ask Trevor Paglen at his central Berlin studio. The prewar apartment was once surely the most surveilled place in the city, having formerly belonged to his friend Laura Poitras, the director who helped Edward Snowden go public. ‘‘We’re always being watched,’’ he replies. The space is filled with computers: Against one wall, an assistant writes code while another researches data used to train artificial intelligence. Opposite is a long credenza filled with art monographs and topped by a slightly sinister collection of objets: a Dungeons & Dragons-style dragon trophy with a shield and saber; a toy model of the stealth submarine U.S.S. Jimmy Carter; and ‘‘Black Ops’’ military patches, including some Paglen made himself. In one of them, dinosaurs of the future look up in wonder at the derelict satellites left behind by extinct humans.",The New York Times,News,article,2137,https://www.nytimes.com/2017/08/29/t-magazine/art/trevor-paglen.html,T Magazine,Art,TStyle
2017-08-25T08:53:32Z,Making Kim Jong-un Sweat,"It’s time for some strategic impatience with North Korea, so long as “strategic” means something.","It’s time for some strategic impatience with North Korea, so long as “strategic” means something.","In assessing the North Korean nuclear threat, it’s worth pausing to consider just how foolish the Trump administration’s response to the Iranian nuclear deal has been. Here’s a country, Iran, that’s been stopped in its tracks on the path to a nuke, forced to dispose of all its highly enriched uranium, made to slash its low-enriched uranium stockpile, persuaded to shut down most of its centrifuges, and obliged to accept regular international supervision and monitoring of its nuclear facilities.",The New York Times,Op-Ed,article,847,https://www.nytimes.com/2017/08/25/opinion/trump-kim-jong-un-north-korea.html,Opinion,,OpEd
2017-08-24T11:06:12Z,"Trump Said the Opioid Crisis Is a National Emergency, but He Never Filed the Paperwork",There are 28 active national emergencies. The opioid crisis is not yet one of them.,There are 28 active national emergencies. The opioid crisis is not yet one of them.,There are 28 active national emergencies. The opioid crisis is not yet one of them.,The New York Times,Interactive Feature,multimedia,0,https://www.nytimes.com/interactive/2017/08/24/upshot/opioid-crisis-national-emergency.html,The Upshot,,The Upshot
2017-08-21T19:50:54Z,Ohio Judge Returns Fire After He Is Ambushed on Way to Court,The judge was injured and airlifted to a Pittsburgh hospital where he had surgery and was expected to survive.,The judge was injured and airlifted to a Pittsburgh hospital where he had surgery and was expected to survive.,"A judge in Ohio who was shot and injured in an ambush-style attack outside a courthouse early on Monday managed to return fire with his own handgun before the suspect was shot dead by a probation officer nearby, officials said.",The New York Times,News,article,656,https://www.nytimes.com/2017/08/21/us/ohio-judge-gun-ambush.html,U.S.,,National
2017-08-20T22:07:51Z,Talk of ‘Preventive War’ Rises in White House Over North Korea,"In a departure from their predecessors, some in the Trump administration have surmised that Cold War-style containment will not work and that a military option is available.","In a departure from their predecessors, some in the Trump administration have surmised that Cold War-style containment will not work and that a military option is available.","Not since 2002, as the United States built a case for war in Iraq, has there been so much debate inside the White House about the merits — and the enormous risks — of pre-emptive military action against an adversary nation.",The New York Times,News Analysis,article,1543,https://www.nytimes.com/2017/08/20/world/asia/north-korea-war-trump.html,World,Asia Pacific,Foreign
2017-08-16T09:00:38Z,"In Ukraine, a Malware Expert Who Could Blow the Whistle on Russian Hacking","For the first time, an actual witness has emerged in the election hacking, and he has been interviewed by the F.B.I.","For the first time, an actual witness has emerged in the election hacking, and he has been interviewed by the F.B.I.","KIEV, Ukraine — The hacker, known only by his online alias “Profexer,” kept a low profile. He wrote computer code alone in an apartment and quietly sold his handiwork on the anonymous portion of the internet known as the dark web. Last winter, he suddenly went dark entirely.",The New York Times,News,article,2179,https://www.nytimes.com/2017/08/16/world/europe/russia-ukraine-malware-hacking-witness.html,World,Europe,Foreign
2017-08-15T07:21:30Z,China’s Intellectual Property Theft Must Stop,Trump is right to crack down on a $600 billion drain on the American economy.,Trump is right to crack down on a $600 billion drain on the American economy.,President Trump on Monday instructed the office of the United States Trade Representative to consider an investigation into China’s sustained and widespread attacks on America’s intellectual property. This investigation will provide the evidence for holding China accountable for a decades-long assault on the intellectual property of the United States and its allies.,The New York Times,Op-Ed,article,709,https://www.nytimes.com/2017/08/15/opinion/china-us-intellectual-property-trump.html,Opinion,,OpEd
2017-08-12T00:34:14Z,How U.S. Military Actions Could Play Out in North Korea,"Military officials insist no action is imminent. But both pre-emptive and defensive options are available, should President Trump choose them. Here’s a breakdown.","Military officials insist no action is imminent. But both pre-emptive and defensive options are available, should President Trump choose them. Here’s a breakdown.","WASHINGTON — The intelligence could come to President Trump secretly and urgently: The North Koreans have placed another intercontinental missile on its launching pad. In less than two hours, it could be fueled and ready for launch on a test flight into the Pacific Ocean or perhaps on a mission to strike American territory.",The New York Times,News,article,1556,https://www.nytimes.com/2017/08/11/world/asia/north-korea-trump-military.html,World,Asia Pacific,Foreign
2017-08-09T12:22:56Z,"North Korea’s Potential Targets: Guam, South Korea and Japan","Pyongyang has the capability to launch a devastating military attack on Seoul, and its leader has missiles could hit Tokyo and perhaps Guam.","Pyongyang has the capability to launch a devastating military attack on Seoul, and its leader has missiles could hit Tokyo and perhaps Guam.","SEOUL, South Korea — Until recently, the world considered North Korea largely a menace on the Korean Peninsula, its military most threatening to the 25 million people of Seoul and the sprawling area around the South Korean capital.",The New York Times,News,article,1227,https://www.nytimes.com/2017/08/09/world/asia/north-korea-guam-japan-targets.html,World,Asia Pacific,Foreign
2017-08-05T11:06:40Z,Female Lawmaker in Pakistan Accuses Imran Khan of ‘Inappropriate’ Texts. Abuse Follows.,"The accusations against Mr. Khan by the female lawmaker have led to social media attacks on her, illustrating the rise of such vitriol in a nation considered highly dangerous for women.","The accusations against Mr. Khan by the female lawmaker have led to social media attacks on her, illustrating the rise of such vitriol in a nation considered highly dangerous for women.","ISLAMABAD, Pakistan — When a Pakistani lawmaker said this past week that she had received “inappropriate text messages” from a male colleague, she was met with a wave of vitriol on social media.",The New York Times,News,article,1007,https://www.nytimes.com/2017/08/05/world/asia/pakistan-women-social-media.html,World,Asia Pacific,Foreign
2017-08-01T22:25:02Z,Border Agents Test Facial Scans to Track Those Overstaying Visas,"Federal border agents are testing a biometric scanning system to better track undocumented immigrants, focusing on those who have overstayed visas.","Federal border agents are testing a biometric scanning system to better track undocumented immigrants, focusing on those who have overstayed visas.","WASHINGTON — On a recent morning, passengers boarding Emirates flight 232 from Washington Dulles airport to Dubai confronted an unfamiliar sight: a uniformed Customs and Border Protection officer at the gate.",The New York Times,News,article,1189,https://www.nytimes.com/2017/08/01/us/politics/federal-border-agents-biometric-scanning-system-undocumented-immigrants.html,U.S.,Politics,National
2017-08-01T01:13:29Z,Success of North Korean Missile Test Is Thrown Into Question,The test Friday suggested that Pyongyang may now have the ability to strike the continental U.S. But video analysis shows the mock warhead shattering on re-entry.,The test Friday suggested that Pyongyang may now have the ability to strike the continental U.S. But video analysis shows the mock warhead shattering on re-entry.,Analysts examining video of North Korea’s launch on Friday of an intercontinental ballistic missile that appeared capable of reaching the West Coast of the United States say they saw evidence of a setback the North never mentioned: The mock warhead on the missile shattered into pieces during its fiery re-entry to earth.,The New York Times,News,article,801,https://www.nytimes.com/2017/07/31/world/asia/north-korea-missile-test-video.html,World,Asia Pacific,Foreign
2017-07-31T22:34:21Z,Q. and A.: The Cryptic Humanity of Melisandre on ‘Game of Thrones’,"The actress Carice van Houten spoke about her role as the red priestess, whose latest prophecy hints at the character’s deepening sense of vulnerability.","The actress Carice van Houten spoke about her role as the red priestess, whose latest prophecy hints at the character’s deepening sense of vulnerability.","The last time she was on Dragonstone, the red priestess Melisandre was on a mission to convert and support Stannis in his bid for the Iron Throne. It didn’t turn out well, for him or his family. So she moved on to Plan B (or C): to bring ice and fire together, to make sure Jon Snow and Daenerys Targaryen joined forces. After glimpsing Jon’s arrival from afar, she shared a few cryptic words with Varys, a fellow foreign-slave-turned-royal-councilor: “I have to die in this strange country, just like you.”",The New York Times,Question,article,838,https://www.nytimes.com/2017/07/31/arts/television/game-of-thrones-melisandre.html,Arts,Television,Culture
2017-07-28T14:49:40Z,The Russians Were Involved. But It Wasn’t About Collusion.,"Russian intelligence was probably behind Donald Trump Jr.’s meeting with Kremlin-linked people last year, and they meant for it to be discovered.","Russian intelligence was probably behind Donald Trump Jr.’s meeting with Kremlin-linked people last year, and they meant for it to be discovered.","Russians are fond of a proverb, “besplatniy sir biyvaet tol’ko v mishelovke”: “Free cheese can be found only in a mousetrap.”",The New York Times,Op-Ed,article,861,https://www.nytimes.com/2017/07/28/opinion/the-russians-were-involved-but-it-wasnt-about-collusion.html,Opinion,,OpEd
2017-07-26T00:53:13Z,Intelligence Agencies Say North Korean Missile Could Reach U.S. in a Year,The estimate significantly shortens the time that analysts believed it would take the regime to develop a weapon capable of reaching the continental United States.,The estimate significantly shortens the time that analysts believed it would take the regime to develop a weapon capable of reaching the continental United States.,"WASHINGTON — American intelligence agencies have shortened their estimate — to one year — of how long it is likely to take North Korea to put the finishing touches on a missile that can reach the continental United States, according to several administration officials briefed on the new assessment.",The New York Times,News,article,866,https://www.nytimes.com/2017/07/25/us/politics/north-korea-missiles.html,U.S.,Politics,Foreign
2017-07-14T12:59:09Z,Israel’s Secret Arab Allies,"Behind the scenes and away from the headlines, the Israeli government is finding partners across the Middle East. But will it lead to peace?","Behind the scenes and away from the headlines, the Israeli government is finding partners across the Middle East. But will it lead to peace?","TEL AVIV — United States and Israeli officials seem convinced that a regional peace agreement between Israel and the Arab world may be in the offing. On his recent trip to the Middle East, President Trump said that a “new level of partnership is possible and will happen — one that will bring greater safety to this region, greater security to the United States and greater prosperity to the world.” The main stumbling block remains the Israeli-Palestinian conflict, an emotive issue that still carries strategic weight in Arab capitals. Yet the president isn’t completely wrong. Across the Middle East these days, often away from the headlines, Israel finds itself deeply involved in Arab wars.",International New York Times,Op-Ed,article,932,https://www.nytimes.com/2017/07/14/opinion/israels-secret-arab-allies.html,Opinion,,OpEd
2017-07-13T09:00:20Z,Job One at Homeland Security Under Trump: Immigration,"The president, critics say, has pushed a single-minded focus on a sprawling department whose duties include airline safety, disaster response and protecting infrastructure.","The president, critics say, has pushed a single-minded focus on a sprawling department whose duties include airline safety, disaster response and protecting infrastructure.","WASHINGTON — When President Trump addressed employees of the Department of Homeland Security, just five days after being sworn in, he essentially had one issue on his mind: cracking down on illegal immigration.",The New York Times,News,article,1057,https://www.nytimes.com/2017/07/13/us/politics/dhs-immigration-trump.html,U.S.,Politics,National
2017-07-10T07:21:07Z,Putin Meets His Progeny,Trump is full of lies and Putin is full of tricks. Who to believe?,Trump is full of lies and Putin is full of tricks. Who to believe?,"Team Trump wants us all to get over this annoying Russia thing and just move on. Sorry sir, not going to happen.",The New York Times,Op-Ed,article,863,https://www.nytimes.com/2017/07/10/opinion/trump-vladimir-putin-security-meeting.html,Opinion,,OpEd
2017-07-03T07:21:06Z,The Hijacked American Presidency,A madman and his legislative minions are holding America hostage.,A madman and his legislative minions are holding America hostage.,"Every now and then we are going to have to do this: Step back from the daily onslaughts of insanity emanating from Donald Trump’s parasitic presidency and remind ourselves of the obscenity of it all, registering its magnitude in its full, devastating truth.",The New York Times,Op-Ed,article,872,https://www.nytimes.com/2017/07/03/opinion/trump-hijacked-american-presidency.html,Opinion,,Editorial
2017-07-03T06:45:04Z,How to Pack an Emergency Kit for Any Disaster,It is never too early to talk with friends and family about emergency plans — and how to build the perfect go-bag in case disaster strikes.,It is never too early to talk with friends and family about emergency plans — and how to build the perfect go-bag in case disaster strikes.,"As evacuations begin for the “Monster” hurricane Florence to make ground in the Southeast, it is a reminder that it’s never too early to talk with friends and family about their emergency plans. Those plans should also include an emergency go-bag, no matter where in the world you live.",The New York Times,News,article,1902,https://www.nytimes.com/2017/07/03/smarter-living/packing-emergency-kit-disaster.html,Smarter Living,,National
2017-06-29T01:28:39Z,Hacks Raise Fear Over N.S.A.’s Hold on Cyberweapons,Hackers in two global attacks have used cyberweapons stolen from a dangerous collection that had been amassed by the agency.,Hackers in two global attacks have used cyberweapons stolen from a dangerous collection that had been amassed by the agency.,"Twice in the past month, National Security Agency cyberweapons stolen from its arsenal have been turned against two very different partners of the United States — Britain and Ukraine.",The New York Times,News,article,1258,https://www.nytimes.com/2017/06/28/technology/ransomware-nsa-hacking-tools.html,Technology,,Business
2017-06-28T09:16:01Z,"Mystery of Motive for a Ransomware Attack: Money, Mayhem or a Message?","The latest strike, which affected computers from Ukraine to the United States, has intensified worries that such events will become everyday dangers.","The latest strike, which affected computers from Ukraine to the United States, has intensified worries that such events will become everyday dangers.","SAN FRANCISCO — As governments and organizations around the world grappled on Wednesday with the impact of a cyberattack that froze computers and demanded a ransom for their release, victims received a clear warning from security experts not to pay a dime in the hopes of getting back their data.",The New York Times,News,article,1190,https://www.nytimes.com/2017/06/28/business/ramsonware-hackers-cybersecurity-petya-impact.html,Business Day,,Business
2017-06-28T07:10:01Z,"Fighting Anti-Feminist Trolls. Also: Ransomware Victimhood, and a Dramatic Citizen’s Arrest.","Conversation starters and context, drawn from the day’s news in Australia.","Conversation starters and context, drawn from the day’s news in Australia.",The Breakdown puts a selection of Australia’s daily news into context. Today’s picks:,The New York Times,briefing,article,862,https://www.nytimes.com/2017/06/28/world/australia/clementine-ford-avid-reader-global-ransomware-hack.html,World,Australia,Foreign
2017-06-27T14:48:54Z,Cyberattack Hits Ukraine Then Spreads Internationally,"This ransomware attack, a more sophisticated assault based on a vulnerability exploited in May, hit companies across the globe.","This ransomware attack, a more sophisticated assault based on a vulnerability exploited in May, hit companies across the globe.",Computer systems from Ukraine to the United States were struck on Tuesday in an international cyberattack that was similar to a recent assault that crippled tens of thousands of machines worldwide.,The New York Times,News,article,1584,https://www.nytimes.com/2017/06/27/technology/ransomware-hackers.html,Technology,,Business
2017-06-12T09:00:21Z,"U.S. Cyberweapons, Used Against Iran and North Korea, Are a Disappointment Against ISIS","The Islamic State’s internet use has proved a more elusive target than missile systems or centrifuges, American officials say.","The Islamic State’s internet use has proved a more elusive target than missile systems or centrifuges, American officials say.","WASHINGTON — America’s fast-growing ranks of secret cyberwarriors have in recent years blown up nuclear centrifuges in Iran and turned to computer code and electronic warfare to sabotage North Korea’s missile launches, with mixed results.",The New York Times,News,article,1646,https://www.nytimes.com/2017/06/12/world/middleeast/isis-cyber.html,World,Middle East,Foreign
2017-06-09T00:09:50Z,Hacking in Qatar Highlights a Shift Toward Espionage-for-Hire,A dispute among Persian Gulf states suggests that cyberattacks can be launched for the price of a few freelance hackers.,A dispute among Persian Gulf states suggests that cyberattacks can be launched for the price of a few freelance hackers.,"DOHA, Qatar — The report appeared just after midnight on the official Qatari news agency’s website, and its contents were stunning: The emir of Qatar was quoted as describing “tensions” with President Trump and speculating he may not last in office, recommending friendship with Iran, praising the Palestinian militants of Hamas, and then attesting to his own “good” relations with Israel.",The New York Times,News,article,1334,https://www.nytimes.com/2017/06/08/world/middleeast/qatar-cyberattack-espionage-for-hire.html,World,Middle East,Foreign
2017-06-08T16:04:34Z,Full Transcript and Video: James Comey’s Testimony on Capitol Hill,"The following is the full transcript of the former F.B.I. director’s testimony before the Senate Intelligence Committee, as prepared by the Federal News Service.","The following is the full transcript of the former F.B.I. director’s testimony before the Senate Intelligence Committee, as prepared by the Federal News Service.","James B. Comey, the former F.B.I. director who was fired by President Trump, appeared in front of the Senate Intelligence Committee on Thursday. The following is the full transcript of that hearing, as prepared by the Federal News Service. ",The New York Times,Text,article,27976,https://www.nytimes.com/2017/06/08/us/politics/senate-hearing-transcript.html,U.S.,Politics,National
2017-06-07T20:01:54Z,"Thaad, Iran, Theresa May: Your Morning Briefing",Here’s what you need to know to start your day.,Here’s what you need to know to start your day.,Good morning. ,The New York Times,briefing,article,1180,https://www.nytimes.com/2017/06/07/briefing/qatar-iran-theresa-may.html,Briefing,,NYTNow
2017-06-07T13:18:51Z,Howard Jacobson: My Uncertainty Principle,"The new masochism of nations: The worse things get, the worse we want to make them.","The new masochism of nations: The worse things get, the worse we want to make them.","LONDON — Half a century ago, wet behind the ears, I sailed from England to Australia. My parents wept. They weren’t sure they’d see me again. A journey of three or four weeks by sea was considered perilous in those days. And even if I did make it to Sydney safely, there was no knowing when, if ever, I’d return.",International New York Times,Op-Ed,article,1142,https://www.nytimes.com/2017/06/07/opinion/the-disquiet-of-a-relaxed-uncertainty.html,Opinion,,OpEd
2017-06-01T19:10:33Z,Putin Blames Independent Hackers,"President Vladimir V. Putin of Russia said on Thursday that it's possible Russian hackers may have independently staged cyber attacks against countries with strained relations with Moscow, but that the Russian state had never been involved.","President Vladimir V. Putin of Russia said on Thursday that it's possible Russian hackers may have independently staged cyber attacks against countries with strained relations with Moscow, but that the Russian state had never been involved.","President Vladimir V. Putin of Russia said on Thursday that it's possible Russian hackers may have independently staged cyber attacks against countries with strained relations with Moscow, but that the Russian state had never been involved.",Reuters,Video,multimedia,0,https://www.nytimes.com/video/world/europe/100000005140217/putin-blames-independent-hackers.html,World,Europe,""
2017-05-29T04:01:28Z,North Korean Tests Add Urgency for U.S. to Fix Defense Flaws,The North has recently test-fired missiles based on a technology that would give the United States little warning of an attack. And they seem to work.,The North has recently test-fired missiles based on a technology that would give the United States little warning of an attack. And they seem to work.,"WASHINGTON — As the Pentagon prepares to conduct its first test in three years of the multibillion-dollar effort to intercept a North Korean warhead, it hopes to demonstrate that it has fixed a system that has worked in fewer than half of its previous nine tests.",The New York Times,News,article,1491,https://www.nytimes.com/2017/05/29/us/politics/north-koreas-missiles-us-defense.html,U.S.,Politics,National
2017-05-24T18:10:13Z,3 Books That Help Make Sense of Cyberwar,"On the heels of a global cyberattack, these books explain the real threat of cyber war and the implications for the United States.","On the heels of a global cyberattack, these books explain the real threat of cyber war and the implications for the United States.","The fear of a massive cyber attack became fact on May 12, when over 200,000 computers were hacked in a global blackmail attempt. Hospitals were locked out of medical records; individuals were prompted to pay a ransom in order to access their computers. Yet cyber war and, as such, cyber security, remains murky territory. These books address the cyber threat — and one, published decades ago, shows that the cyber world may have been foreseen in literature.",The New York Times,News,article,486,https://www.nytimes.com/2017/05/24/books/review/newsbook-cyber-war.html,Books,Book Review,BookReview
2017-05-18T09:45:05Z,How to Fight Back Against Revenge Porn,"For victims, fighting against such attacks can take years and prove costly. But there is help.","For victims, fighting against such attacks can take years and prove costly. But there is help.",Holly Jacobs says her “living nightmare” began in 2009.,The New York Times,News,article,1040,https://www.nytimes.com/2017/05/18/us/fighting-revenge-porn.html,U.S.,,National
2017-05-17T21:00:54Z,"With Ransomware, It’s Pay and Embolden Perpetrators, or Lose Precious Data",Thousands affected by the global digital attack must decide whether to fork out money to gain control of their computers or face losing their data forever.,Thousands affected by the global digital attack must decide whether to fork out money to gain control of their computers or face losing their data forever.,"Robert Gren was working from home on Friday when, all of a sudden, his laptop stopped working.",The New York Times,News,article,1205,https://www.nytimes.com/2017/05/17/technology/bitcoin-ransomware-pay-lose-data.html,Technology,,Business
2017-05-17T13:30:43Z,"China Is Reluctant to Blame North Korea, Its Ally, for Cyberattack","North Korea’s history of erratic behavior has embarrassed Beijing in many ways, but Chinese leaders have remained stoic.","North Korea’s history of erratic behavior has embarrassed Beijing in many ways, but Chinese leaders have remained stoic.","HONG KONG — North Korea tests nuclear weapons less than 100 miles from China’s border. It launched a missile hours before a major speech by President Xi Jinping of China on Sunday, a move Chinese analysts called a diplomatic slap in the face. Its counterfeiting of Chinese and American currency costs China millions of dollars a year.",The New York Times,News,article,1175,https://www.nytimes.com/2017/05/17/world/asia/china-north-korea-ransomware.html,World,Asia Pacific,Foreign
2017-05-16T19:15:29Z,Focus Turns to North Korea Sleeper Cells as Possible Culprits in Cyberattack,"Since the 1980s, North Korea has been known to train cadres of digital soldiers to engage in electronic warfare. Now this force is under scrutiny.","Since the 1980s, North Korea has been known to train cadres of digital soldiers to engage in electronic warfare. Now this force is under scrutiny.","SEOUL, South Korea — They take legitimate jobs as software programmers in the neighbors of their home country, North Korea. When the instructions from Pyongyang come for a hacking assault, they are believed to split into groups of three or six, moving around to avoid detection.",The New York Times,News,article,1003,https://www.nytimes.com/2017/05/16/world/asia/north-korea-cyber-sleeper-cells-ransomware.html,World,Asia Pacific,Foreign
2017-05-16T04:02:55Z,"Donald Trump, Édouard Philippe, Ransomware: Your Tuesday Briefing",Here’s what you need to know to start your day.,Here’s what you need to know to start your day.,(Want to get this briefing by email? Here’s the sign-up.),The New York Times,briefing,article,1177,https://www.nytimes.com/2017/05/16/briefing/donald-trump-edouard-philippe-ransomware.html,Briefing,,NYTNow
2017-05-15T04:04:43Z,"Cyberattack, Emmanuel Macron, Germany: Your Monday Briefing",Here’s what you need to know to start your day.,Here’s what you need to know to start your day.,(Want to get this briefing by email? Here’s the sign-up.),The New York Times,briefing,article,1159,https://www.nytimes.com/2017/05/15/briefing/cyber-attack-emmanuel-macron-germany.html,Briefing,,NYTNow
